id,question,ground_truth,predicted,raw_output,correct,rag_context
c8dcca33-82d3-4cb1-a3c9-ca60ea639fb6,Which of the following procedure isassociated with maximum chance of re-canalization during surgery for reversal of tubal ligation :,A,A,A. lsthumo-is,True,"For a postpartum or postabortion procedure, access to the Fallopian tube is achieved using a mini-laparotomy incision. A scalpel, several small retractors (such as a Senn or Army-Navy retractor), and surgical scissors (such as Metzenbaum or Mayo scissors) will suffice. A suction tip, such as a Yankauer, may also be utilized. A clamp such as a Babcock is again used to grasp the tube once it is in the surgical incision, and the chosen technique for tubal ligation can take place. ||| Commonly performed surgical procedures involving the fallopian tubes include [8] [9] : Salpingo-oophorectomy: removal of the ovary and fallopian tube Salpingectomy: removal of the fallopian tube Salpingostomy: surgical incision into the fallopian tube to create an opening Tubal ligation: an umbrella term for female surgical sterilization by occlusion, removal, or ligation of fallopian tubes ||| Nature of the procedure : The planned tubal sterilization technique should be discussed with the patient. However, discussing alternative approaches with the patient is also prudent if intraoperative factors (eg, adhesive disease) make one method more complex or riskier. Additionally, the same technique does not have to be applied to both tubes for the procedure to be effective. For instance, if a bilateral salpingectomy is planned, but significant tubal adhesions are encountered unexpectedly on the right side, the right side may be occluded with a clip while the left tube is completely excised. The potential for scenarios like this should be discussed with the patient beforehand."
7a8fa6ed-835e-4f42-96d8-481c7470136a,Most commonly used Piezoelectric crystal is,B,B,B. Lead zirconate,True,"Modern-day ultrasounds utilize piezoelectricity technology to convert electricity to sound waves and convert sound waves back into electricity through lead zirconate titanate (PZT), human-made crystals (also called ceramic). The vibration occurs as these crystals are electrically stimulated, which produces longitudinal sound waves in the previously described frequency, thus producing ultrasound waves. [2] PZT crystals are arranged in unique schematics within an ultrasound transducer (also known as a probe) to be clinically applied in various situations. Further details on the variation of these transducers be discussed later. ||| Piezoelectric machines utilize unique ceramic crystals with vibrating properties upon exposure to a high-frequency electrical pulse. These ceramic crystals are arranged in a hemispherical or ellipsoidal dish, each with a predetermined focal point. When the ceramic crystals vibrate collectively, they concentrate and focus the energy to create a shockwave. Piezoelectric shockwave generators offer several advantages, including a high degree of focusing accuracy and machine durability. Like electromagnetic machines, piezoelectric-generated shockwaves enter the body over an extensive surface area, resulting in minimal patient discomfort. However, the target area is relatively small and narrow. ||| Piezotome"
9dd6af4c-fe8f-4c81-b932-309d231265e8,Ligature material in case of hanging is kept preserved as ?,C,C,C. Ligature is cut away,True,"If the patient presents with any ligatures or ties, the integrity of the knot needs to be maintained, as this may indicate the offender’s criminal signature. [6] ||| A history of strangulation injury may be obtained from the patient, witnesses, family members, friends, or 1st responders. A thorough history guides appropriate evaluation and treatment. If possible, an assessment should be made to determine whether the strangulation was manual, ligature-based, or a hanging injury. The type of material used for ligature or hanging injuries should be clarified. A distinction should be made between incomplete and complete hanging injuries, as the height of the drop in complete hangings may provide prognostic information. Associated injuries and substance ingestion should also be assessed. ||| Ligature and manual strangulation injuries occur when an external force, independent of the patient’s body weight, is applied to the neck. Strangulation injuries may also be classified by intent, including homicidal, suicidal, accidental, and autoerotic. [15] The material used in ligature or hanging injuries may also influence pathology and forensic findings. [16]"
aebac434-fee8-4c15-a158-956d02511d1f,Plasma concentrations (g/mL) after administration of 5. 1 mg/kg of Gentamicin intravenously to a hypothetical patient has shown in the Graph. The red color depicted in the graph is dose given at,A,D,D. Threshold,False,"When administered as an intramuscular injection, gentamicin achieves peak serum concentrations after 30 to 90 minutes. Because of its polar nature, the penetration into the central nervous system and general cells is minimal, and the binding to plasma albumin. Most gentamicin is excreted unmetabolized by glomerular filtration, which enables a urinary concentration almost 100-fold higher than the serum. [7] ||| Gentamicin 8 mg/20 mL or 20 mg/50 mL of 0.9% saline daily for adults and children aged 1 year or older. Gentamicin 480 mg/1 L of 0.9% saline should be instilled in 30 to 60 mL daily. [111] [112] [113] ||| Serum gentamicin concentration monitoring is often unnecessary for a brief treatment duration (less than six days) in non-critical patients with suitable renal function. On the other hand, in case of long periods of treatment or high risk for aminoglycoside toxicity (e.g., older age, concomitant use of other nephrotoxins, preexisting renal disease), serum monitoring is well indicated. In traditional dosing, the concentration measurement should occur after the patient has received at least three maintenance doses; trough concentration is measured within 30 minutes before the next dose, and peak concentration after 30 minutes of the end of intravenous infusion (in case of intramuscular injection, 60 minutes after the application). For extended-interval dosing, a single serum concentration obtained between 6 to 14 hours after the first administration is sufficient for assessing and readjusting subsequent doses through a nomogram-based evaluation. [16] It is recommended to avoid prolonged peak plasma concentrations of gentamicin of more than 12 mcg/mL, and trough concentrations of more than 2 mcg/mL."
36341d3f-c349-41dd-bf03-9d5812d1ec44,Not a cause of acute anal pain,C,D,D. Perianal abscess,False,"Anal fissures arise from various local and systemic factors. Common causes include constipation, chronic diarrhea, sexually transmitted infections (STIs), tuberculosis, inflammatory bowel disease (IBD), HIV, anal cancer, obstetric trauma, prior anorectal surgery, and anoreceptive intercourse. Most acute fissures result from the passage of hard stools, infectious proctitis, or direct trauma from anal penetration. Chronic fissures frequently stem from recurrences of acute episodes and develop when repeated mechanical trauma acts against elevated internal anal sphincter (IAS) tone, resulting in symptoms persisting beyond 6 weeks. ||| Anal fissures are a common cause of anal pain, affecting approximately 250,000 new patients every year in the United States. Although it is difficult to measure the true prevalence of the disease given the reluctance of patients to discuss anorectal issues, it is purported to have equal prevalence amongst men and women. Long-term recurrence is seen in patients who have typically only undergone medical therapy. It is rare to see patients who have undergone surgical treatment have relapsing symptoms. Further investigation must be done if the patient fails surgical management, which may suggest other pathologies. ||| External hemorrhoids may thrombose, causing extensive pain and discomfort. Acute anal fissures may develop into chronic fissures that are resistant to conservative treatment and may require surgery. Malignancies may metastasize to the draining lymph nodes and other organs if treatment is delayed. Ongoing, untreated bleeding may cause symptomatic anemia with fatigue, shortness of breath, or chest pain."
bbaa3319-4153-4835-b064-6460b5ab0aea,A biopsy from a mass in front of the neck revealed parafollicular cells. How do you follow up?,A,A,A. Calcitonin,True,"A biopsy can help rule out a head and neck malignancy, with tissue specimens taken from the primary site and suspicious lymph nodes. Imaging studies like CT and MRI can help determine the presence of metastasis. ||| A separate biopsy of the edge of the tumor should also be sent for a separate pathological examination if muscle invasion is suspected. ||| Head and neck lesions can range from benign processes requiring observation and follow-up to malignant tumors requiring significant medical and surgical intervention. The initial evaluation and biopsy represent the starting point for treating any lesion. The practitioner must understand the rationale and thought processes behind a biopsy, fully considering the medical history, risk factors, patient age, presenting signs and symptoms, and radiographic features to guide the location and type of biopsy. The practitioner must also possess the skill set required to perform various biopsies, identify and manage potential complications, and either manage the disease process or refer the patient for continued care."
69295a7b-fad8-4bec-9ebd-bf3f44230abd,Instrument No. 40 represents,A,A,A. Diameter at D1,True,"Within a ""plastics"" surgical instrument set, the following instruments are specifically necessary for the reasons stated: ||| Blades The Number (No.) 15 and No. 10 are commonly used blades. The No. 10 has a larger arched blade, with the sharpest point being the belly of the blade. [10] The No. 15 blade has a smaller design where the cutting edge is displaced more toward the instrument's tip. [13] The No. 15 blade allows for finer control in sensitive anatomic regions ||| This instrument is based on variable object size and the constant image size principle. [11]"
b16b94ee-ca72-4b85-909c-b00d6b40d92a,The most suitable agent for IV induction and maintenance in a day care surgery?,C,C,C. Propofol,True,"If possible, sufficient time should be spent on pre-oxygenation of the patient to facilitate denitrogenation and prolong safe apnea time for the procedure. The patient's heart rate, blood pressure, and pulse oximetry should be continuously monitored. Before administering the induction agent, the healthcare provider should ensure the patient's blood pressure is adequate to tolerate the anticipated peri-intubation decrease in blood pressure. IV fluids and vasopressors should be readily available if the patient becomes hemodynamically unstable. ||| Preoperative IV steroids and antibiotics are encouraged. ||| Preoperative IV steroids and antibiotics are encouraged."
7e04d6d9-4fdc-4c4c-9499-537810fbdbbd,Drug of choice for early east African trypanosomiasis :,B,B,B. Suramine,True,"Objectives: Identify the signs and symptoms indicative of human African trypanosomiasis. Create a clinically guided diagnostic strategy for a patient with possible human African trypanosomiasis. Develop an evidence-based management plan for a patient with this condition. Coordinate with an interprofessional team to formulate short- and long-term management plans to improve outcomes in individuals with human African trypanosomiasis. Access free multiple choice questions on this topic. ||| Diagnosing human African trypanosomiasis depends on clinical history, serologic testing, and confirmation by direct parasite visualization. ||| American trypanosomiasis, also called Chagas disease, is caused by the parasite Trypanosoma cruzi . Nifurtimox or benznidazole are used to manage the symptoms of Chagas disease. African trypanosomiasis (sleeping sickness) results from infection by the West African T. brucei gambiense and management is with pentamidine in the early stages of the disease, and eflornithine for central nervous system (CNS) manifestations. T. Rhodesiense is the East African parasite, which causes a more aggressive form of sleeping sickness, and s uramin is the drug used for early-onset disease and melarsoprol for CNS involvement. Antileishmanial agents:"
703c87cf-0af5-4715-b15b-908928f0d98c,Which of the following infection is mainly diagnosed by serological tests-,B,B,B. Q Fever,True,"Infection is usually diagnosed according to clinical findings. Confirmation with serologic testing may be helpful if the diagnosis is questionable. [4] ||| Serology : For diagnostic purposes, serology does not have significant utility based on the ubiquitous nature of this virus, as discussed previously. However, given the clear correlation between compromised immunity and this condition, any patient without a prior diagnosis should undergo a thorough history and physical. Further testing for immunodeficiency should be guided by clinical judgment but may include a complete blood count, HIV test, peripheral blood smear, or antibody titers. ||| Serology is performed via indirect immunofluorescent antibody testing and can help confirm the diagnosis. A single positive serology cannot distinguish between acute and previous infection, but a four-fold rise in acute and convalescent titers confirms a recent infection. [20] Serology should not replace a blood smear or a DNA PCR because antibodies may be absent early in the infection. [20]"
a668d4af-1bfe-4005-b596-7370f58cbf57,Ureter is diagnosed during operation by -,C,C,C. Peristaltic movements,True,"If identified immediately, patients have an excellent prognosis as a urologic surgeon can immediately repair the ureter. Early diagnosis is considered the single most important prognostic factor. Patients with a delayed diagnosis of ureteral injury have a much higher rate of complications. One study found that delayed diagnosis resulted in complications in up to 40% of cases compared to 10% of cases with the immediate diagnosis. ||| Delayed diagnosis can present as persistent flank or abdominal pain, flank mass, prolonged ileus, urinary tract infection, or hydronephrosis and elevated creatinine and BUN. If a patient has an abdominal drain after surgery and has prolonged high output, this can be another potential indicator of ureteral injury. Hematuria may be present, but the absence of hematuria does not exclude ureteral injury, and in fact, hematuria is not a reliable finding in ureteral injuries. ||| Post-ureteroscopy"
b2285bcd-6ec1-4208-8f7d-fbca852a0fee,Which of the following insecticides is a natural product ?,B,B,B. Pyrethrin,True,"Pesticide, fungicide, and chemical exposure ||| Pyrethrin and pyrethroid compounds are ester insecticides derived from Chrysanthemum cinerariaefolium, with robust safety profiles in humans compared to many agricultural products. Natural pyrethrins have been used as insecticides for centuries, particularly for lice and mosquito control. Allethrin was the first pyrethroid synthesized commercially (in 1953 in Japan) and was used as a household insecticide. [1] ||| One should attempt to gain collateral history on initial patient presentation, and in cases of occupational and known exposures, try to identify the compound on the MSDS. This information may be more readily available than BuChE or RBC AChE levels. In cases of undifferentiated insecticide toxicity, treat empirically, as if it is outpatient ingestion, as pralidoxime is unlikely to be harmful in carbamate toxicity."
cdf2362b-46c9-4a5d-b372-67ada056ab00,Which of the following structure is not in anterior relation to left Ureter?,C,D,D. Sigmoidal artery,False,"The right ureter's anatomic relationships differ from those of the left. The right ureter lies near the ascending colon, cecum, and appendix, while the left is close to the descending and sigmoid colon. ||| The ureter is close to numerous abdominal and pelvic structures, which puts it at risk during surgical procedures. The left UPJ is just posterior to the pancreas and duodenal-jejunal junction. The right UPJ is posterior to the duodenum and lateral to the inferior vena cava. As they course downward, the ureters lie on the psoas muscle and pass medially to the sacroiliac joints. They swing laterally near the ischial spines before passing medially to penetrate the base of the bladder. The left ureter is crossed anteriorly by the inferior mesenteric artery and sigmoid vessels. The right ureter is crossed by the right colic and ileocolic vessels. When the ureters descend into the pelvis, they course anterior to the iliac vessels and posterior to the gonadal vessels. In females, the ureter courses posterior to the ovary, lateral to the infundibulopelvic ligament, and medial to the anterior vessels. It passes posterior to the broad ligament and lateral to the uterus. The uterine arteries pass just anterior to the ureter at the ureterovesical junction. In males, the ureter is crossed anteriorly by the medial umbilical ligament and passes under the vas deferens before entering the bladder. ||| The ureter is a muscular tubular structure that facilitates the drainage of urine from the kidney to the urinary bladder. In embryonic development, the ureteric bud, also known as the metanephros, originates from the furthest portion of the nephric or Wolffian duct. [120] The ureteric bud eventually makes contact with the metanephric mesenchyme, contributing to kidney formation. [121] [122] Proximally, the ureter is continuous with the renal pelvis. As it progresses distally, the ureter enters the wall of the urinary bladder at a slanted angle and forms an oblique tunnel known as the intramural or intravesical ureter. The ureter enters the bladder at the ureteral orifice located slightly lateral and superior to the bladder neck in the trigone. The anatomical connection of the ureter and urinary bladder is called the ureterovesical junction (UVJ)."
de440312-38e9-406c-9bf2-a0569690152b,The millet rich in calcium is -,B,B,B. Ragi,True,"Calcium: Calcium is important in bone mineralization, nerve impulse transmission, and muscle contraction. It can be obtained from dairy, legumes, vegetables, and cereals. [6] [33] Adult reference intakes are 800 to 1000 mg/d, depending on sex and age. [33] ||| Typical, high-calcium foods include all dairy products such as milk, cheese, ice cream, and yogurt. Other high-calcium foods include sardines, mackerel, flax seeds, spinach and other green leafy vegetables, molasses, beans, broccoli, almonds, and grains. ||| Calcium is an alkaline earth metal cation found in the form of Ca2+. Calcium is a critical divalent cation in intracellular and extracellular fluid. [19]"
18459b48-8a32-438b-988b-81f212b68409,Commonest cause of death in breech delivery is/ are :,A,A,A. Intracranial hem,True,"Breech presentations are the most common type of malposition encountered. Breech vaginal deliveries are associated with higher levels of neonatal morbidity and mortality. [40] This is because the fetal head, the largest and hardest fetal body part to move through the maternal pelvis, can become entrapped within the pelvis after the body delivers. During this time, the umbilical cord can become compressed as it runs alongside the fetal head, and the fetus is deprived of oxygen until the head is delivered. Whenever feasible, these patients should be taken to the hospital for delivery. Even if a fetal foot or buttock is visible at the vaginal opening, reaching a hospital facility for a safer delivery may still be possible. However, once the fetus has been delivered to the level of the neonatal umbilicus, a breech delivery is imminent, and the EMS clinician should be prepared for on-scene delivery. [10] ||| A breech delivery is usually managed by an obstetrician, labor, delivery nurse, anesthesiologist, and neonatologist. The ultimate decision rests on the obstetrician. To prevent complications, today, cesarean sections are performed, and experience with vaginal deliveries of breech presentation is limited. For healthcare workers including the midwife who has no experience with a breech delivery, it is vital to communicate with an obstetrician, otherwise one risks litigation if complications arise during delivery. [12] [13] [14] ||| Since the TBT, many authors have argued that there are still some specific situations in that vaginal breech delivery is a potential, safe alternative to a planned cesarean. Many smaller retrospective studies have reported no difference in neonatal morbidity or mortality using these criteria."
b1c76634-d18f-4664-b008-c40c4e8badc2,. Peutz Jeghers polyps present most commonly in,D,D,D. Jejunum,True,"GIT: Hamartomatous polyps are primarily  asymptomatic and do not require any specific treatment, but the polyps may grow progressively and become symptomatic or even undergo a malignant transformation in patients of Peutz-Jeghers syndrome. These polyps should undergo surgical resection. In some complicated cases, nutritional support, steroids, immunosuppressants, acid suppression, and antibiotics are used in the treatment. [17] ||| Peutz-Jeghers syndrome (PJS) is an autosomal dominant disorder characterized by the development of hamartomatous polyps in the gastrointestinal tract and distinctive mucocutaneous pigmented spots. The primary genetic defect associated with PJS is a germline mutation in the STK11 gene, which encodes a tumor suppressor involved in regulating cell growth. PJS presents with a range of clinical features, including gastrointestinal polyps, often located in the small intestine, and dark brown or blue-gray macules on the skin and mucous membranes, particularly around the lips and mouth. ||| Peutz-Jeghers syndrome: Peutz-Jeghers syndrome, or mucocutaneous pigmentation and polyposis syndrome, is classified as an autosomal dominant hamartomatous polyposis. Although evidence of the remarkable malignant potential is lacking, stepwise screening plans are generally the recommended approach to evaluate not only the GI tract but also other possible sites for malignancies, including the breast, upper gastrointestinal tract, pancreas, cervix, ovaries, and testicles. [24]"
ef2ba991-de04-4ce5-bf61-93fc29b59a47,A foreign body completely obstructing the right main bronchus causes -,A,A,A. Decreased ventilation perf,True,"A myriad of complications including recurrent pneumonia, bronchiectasis, lung abscess, and atelectasis can occur from a missed foreign body aspiration. Bronchial stenosis is also a well-known complication of chronic foreign bodies in the airway. However, nearly universal, tracheal lacerations are the most commonly reported complication among affluent countries. Pneumonia is the most common complication among countries with a poorer socioeconomic status. In a retrospective study evaluating risk factors associated with a missed diagnosis of foreign body aspiration, the incidence of a major complication was often seen to be increased the longer a foreign body was present in the airways. Obstructive emphysema was found to be the most common complication for foreign bodies discovered >3 days after the initial event. Importantly, it should be noted that a normal radiograph with absent physical findings does not exclude the possibility of an aspirated foreign body.  Furthermore, patients on bronchodilators and steroid may suppress reactive respiratory symptoms. [5] [13] ||| According to one study, when a combination of three or more highly suggestive clinical and radiological diagnostic data were noted, the risk of identifying a foreign body in the airway was 91%. Diagnostic clinical criteria significantly correlated with the presence of a foreign body included: a history of sudden choking, cyanosis, apnea, and decreased breath sounds. Diagnostic radiological criteria included: atelectasis, mediastinal shift, or signs of air trapping.  The absence of the aforementioned criteria was very predictive of a negative flexible bronchoscopy. Thus, it was deemed safe to refer these patients for outpatient follow-up as opposed to initial bronchoscopy. [6] [11] [12] ||| Often times, foreign bodies in the upper trachea can be mistaken for viral croup as an acute aspiration may cause symptoms of stridor. Additionally, a foreign body that is lodged in the esophagus of a younger child may cause stridor simply secondary to mass effect on the trachea. A lingering foreign body may present as a nidus for recurrent pneumonia in the long-term setting. Asthma and viral upper respiratory tract infections can obscure the diagnosis. In one study, 34% of patients who underwent flexible bronchoscopy but were found not to have a foreign body had persistent abnormal chest radiographs. In these selected patients, the most common finding on chest radiographs was bronchial thickening. Symptoms of concurrent respiratory infection were present in 42.5% of these patients. [11] [13]"
6db27e78-edd7-4a58-a1ac-58e82c5eae5c,"A young male develops fever, followed by headache, confusional state, focal seizures and a right hemiparesis. The MRI performed shows bilateral frontotemporal hyperintense lesion. The most likely diagnosis is",C,A,A. Acute pyogenic men,False,"The classic triad of fever, headaches, and focal neurological deficits is observed in less than half of patients. ||| Arterial ischemic stroke : Typically follows defined arterial territories and lacks venous congestion on imaging. Intracerebral hemorrhage : May result from hypertension, cerebral amyloid angiopathy, vascular malformations, or hemorrhagic tumors, usually without associated venous sinus occlusion. Idiopathic intracranial hypertension : Presents with headache and papilledema, may include sixth nerve palsy. Venous imaging shows no thrombosis, though transverse sinus stenosis is common. Central nervous system infection : Meningitis or encephalitis should be considered in patients with fever, altered mental status, or meningeal signs. Intracranial neoplasm : Primary or metastatic tumors may cause headache, seizures, or focal deficits and typically show mass lesions on imaging. Subarachnoid hemorrhage : May present with acute headache and neurologic symptoms and should be excluded with appropriate imaging. ||| Intense frontal headache that suddenly begins on the tenth day of infection, along with clinical signs and symptoms of dysarthria and right hemiparesis with subsequent aphasia and generalized hypotonia. [10]"
bd36a475-1fd6-4852-a5a9-ab10083841e9,X-rays are produced when:,B,D,D. Electron beam strikes the c,False,"The production of X-ray images is a complex process that uses electromagnetic radiation. X-rays are high-frequency energy waves that penetrate through the body or the target organ and are either absorbed, reflected off, or traversed through the body. The X-ray tube, which produces the X-ray, is composed of a cathode and an anode. The cathode is a tungsten filament, which is heated during the process by electricity and ultimately produces electrons that travel through the tube to the target (anode). Once the high-speed electrons hit the target, producing X-rays in the form of photons. [1] ||| Knowledge of the equipment used in fluoroscopy is mandatory to understand the manipulation of X-rays for safe and sharp imaging that can be used for diagnostic and therapeutic purposes. The basic equipment necessary to generate X-rays include: [7] X-ray generator and X-ray tube: A high voltage generator and X-ray tube are used to generate X-radiation. Electrons are emitted by heating from the negatively charged cathode, and they are accelerated towards the positively charged tungsten anode by the electric field between the cathode and anode. The spectrum of X-ray photons (bremsstrahlung) is generated when these high-energy electrons are slowed down in the anode. The radiation output can be pulsed or continuous waves as necessary. ||| X-ray Production - The primary result of electron acceleration from the cathode to the anode includes heat production, bremsstrahlung x-rays, and characteristic x-ray production. Characteristic x-rays are produced as a process of ionization by inner electron-shell emission and subsequent filling of the orbital void. Bremsstrahlung x-rays are produced by electron deceleration secondary to atomic field effects, producing diagnostic range x-rays from this energy loss. [7] X-ray quantity is determined by mAs, kVp, distance, and filtration, while kVp and filtration determine x-ray quality. The x-ray beam from the tube contains photons of varying energy with a high proportion of low-energy photons, which have a negligible impact on image production as they cannot traverse the patient to reach the detector and thereby only contribute to patient dose and not image quality. Filters absorb these low-energy photons, thereby reducing the unnecessary dose to the patient. The process of filtering out the low-energy photons is termed beam hardening. This process decreases x-ray tube output but generates a more uniform beam with an overall increased average x-ray energy. The types of filtration in"
a807804e-303f-4328-bb23-d73a31823a64,Inert particles are sensitized with either antigen or antibody. Which of the following tests is used extensively to detect microbial antigens rapidly (five minute or less)?,D,D,D. Latex agglutination,True,"POCT, which detects specific antigens or antibodies associated with a disease or condition, is now widely used as a standard practice in healthcare. [18] Immunoassay-based POCT is commonly used to rapidly detect group A Streptococcus , mononucleosis, and influenza A and B. These tests use immunoassays that bind specific antigens or antibodies. Immunosay-based POCT offers a fast turnaround time but may have lower sensitivities and specificities compared to traditional laboratory and molecular testing methods. ||| The direct fluorescence immunoassay (DFA) detects proteins of intact organisms and is reported to have highest sensitivity and specificity (96% to 100%; 99.8% to 100%), followed by the enzyme immunoassay (EIA) which detects stool antigens at sensitivity of 94% to 97% and specificity of 96% to 100%. Results of these exams may be obtained in 1 to 2 hours. ||| Types of tests include cellular assays, immunologic, and molecular tests."
11e36420-8b76-49d5-9c25-2f08970ea97a,"In a post-operative patient, 21 years old with 70 kg weight, 1 unit of packed RBC will raise the hematocrit by:",B,A,A. 1,False,"Hematocrit (Hct) is the percentage volume of red blood cells (RBC) in the blood calculated with RBC and mean corpuscular volume (MCV): Hct = RBC x MCV/10.  The normal reference interval is usually 40% to 54% in adult men and 36% to 48% in adult women. Similarly to Hb, Hct is reduced in anemia, increased in erythrocytosis, and is influenced by changes in plasma volume. [8] ||| The degree of anemia and/or clinical findings should be considered when deciding the frequency of blood transfusions, and leukoreduced RBCs are preferred. To accelerate growth and minimize symptoms, the pretransfusion goal Hb level is 9-10g/dL, or if clinical complications are present, irrespective of Hb level, and the post-transfusion is between 14-15g/dL. A higher pretransfusion level of 10-12g/dL is set in cases of a worsening of extramedullary hematopoiesis or cardiac abnormalities. However, care should be taken during regular blood transfusion because of the high risk of iron overload (IO), infections, transfusion reactions, and allogeneic antibody formation. ||| Consider transfusion of packer red blood cells perioperatively if the hemoglobin level is less than 7 g/dL."
e6d13c46-a6b8-429c-8766-d384e30d270c,Marion's disease is due to -,A,A,A. Muscular hypertrophy,True,Suspected Erdheim-Chester disease. ||| Gilbert syndrome [10] ||| Gilbert syndrome
810f38cb-3f85-42be-a9ba-71610e4fd911,"Apgar scores were 3, and 6 at 1 and 5 minutes. At 10 Apgar scores were 3, and 6 at 1 and 5 minutes. At 10 minutes child shows features of breathlessness,on CXR-mediastinal shift was there, possible causes – 
a) Bilateral choanal atresiab) Pneumothoraxc) Congenital diaphragmatic herniad) Hyaline membrane disease",B,A,A. a,False,"Elements of the Apgar score include color, heart rate, reflexes, muscle tone, and respiration. Apgar scoring is designed to assess for signs of hemodynamic compromise, including cyanosis, hypoperfusion, bradycardia, hypotonia, respiratory depression, or apnea. Each element is scored 0, 1, or 2. The score is recorded at 1 and 5 minutes after delivery in all infants, with expanded recording at 5-minute intervals for infants who score 7 or less at 5 minutes and for those requiring resuscitation, as a method for monitoring response; scores of 7 to 10 are considered reassuring. ||| Apgar scores were designed to help identify infants who require respiratory support or other resuscitative measures, not as an outcome measure. The Apgar score alone should not be considered evidence of asphyxia or proof of an intrapartum hypoxic event. While some evidence suggests poor long-term outcomes in infants with a low Apgar score at 1 minute, changes in scores from 1 to 5 minutes and individual scores at 5 and 10 minutes are more predictive. [11] [12] [11] [13] [14] [15] ||| Additional assessments of the HR, respiratory effort, color, tone, and reflex irritability, components of the APGAR score, should be performed at 5 and 10 minutes of life. Findings from these initial assessments  are essential for hospital clinicians and must be documented in the record. [34] [35] Infants who can breathe without difficulty and have good muscle tone typically do not require any additional immediate intervention. About 10% of infants may require additional stimulation beyond routine drying, which can be accomplished by rubbing the newborn's trunk or back or gently slapping the soles of the feet. Infants with difficulty breathing or an HR less than 100 bpm require additional neonatal resuscitation maneuvers. [34] [35] See the Complications section below."
b0dc2fba-5712-49c5-b932-6e51272efe2e,Serum sickness is:,C,C,C. Type 3 hypersens,True,"Serum sickness–like reactions ||| Objectives: Describe the pathophysiology of serum sickness and compare it to that of serum sickness-like-reaction. Review the clinical presentation of serum sickness and serum sickness-like-reaction. Describe the diagnostic evaluation of a patient with serum sickness. Explain interprofessional team strategies for improving care coordination and communication in the management of serum sickness. Access free multiple choice questions on this topic. ||| Serum sickness is an immune-complex-mediated hypersensitivity reaction that classically presents with fever, rash, polyarthritis or polyarthralgias. It was first recognized as an entity in the early 1900s in patients who had received heterologous antisera, which was historically used to treat infectious diseases. The symptoms typically occur one to two weeks after exposure to an offending agent and resolve within several weeks of discontinuation. [1] It is a self-limited disease process with an excellent prognosis."
59a93937-9453-456e-b27e-a72134571626,Beck's triad is.?,C,C,"C. Muffled heart sound, dist",True,"Beck Youth Inventories ||| Pericardial effusion leading to pericardial tamponade should be on the differential for patients in cardiac arrest or with vital sign abnormalities, including hypotension and tachycardia. The classic Beck triad, comprising hypotension, jugular venous distension, and muffled heart sounds, is only found in a minority of patients. [14] Other physical exam findings unique to pericardial effusion include the Ewart sign, characterized by dullness to percussion at the base of the left inferior scapular border, tubular breath sounds, and egophony. ||| Beckwith-Wiedemann syndrome (BWS) is the most common congenital overgrowth syndrome. Specifically, the condition is a human imprinting disorder caused by genetic and epigenetic changes affecting molecular regulation on chromosome 11p15."
31fce052-cd38-4909-99e1-bbfb283723c1,Which of the following supplies lobule of ear pinna,B,B,B. Great auricular nerve,True,"A further factor to consider is the patient's ear anatomy, which can vary significantly. The pinna has to support the processor, battery, and custom-made earmould. The ear canal needs to be wide enough to accommodate hearing aid components. Cases of pinna atresia or canal stenosis/atresia may require invasive hearing aids, which are not covered in this chapter. ||| The external ear is the visible part of the hearing apparatus. It is comprised of the auricle (pinna) and external auditory canal, including the lateral surface of the tympanic membrane. Together with the tympanic membrane and the middle ear, the pinna serves to amplify sound. The pinna acts as a funnel to deliver sound to the external acoustic meatus, and the external auditory canal concentrates sound onto the tympanic membrane for further transmission. [1] [2] [3] ||| The ear is divided into 3 parts: the inner ear, the middle ear, and the external ear. The external ear consists of the auricle (or pinna) and the external auditory canal. The external ear guides sound waves to the tympanic membrane and middle ear. However, hearing can be normal even without the pinna. The pinna also provides structural support for hearing aids and eyeglasses, if required. [3]"
4c3c589c-6e3e-48f8-a697-bcceb9703a8a,The intense craving experienced by the people recovering from chronic alcoholism can be treated by a drug which acts by being an:,D,D,D. Antagonist of opio,True,"Recurrent drinking resulting in failure to fulfill role obligations Recurrent drinking in hazardous situations Continued drinking despite alcohol-related social or interpersonal problems Evidence of tolerance Evidence of alcohol withdrawal or use of alcohol for relief or avoidance of withdrawal Drinking in larger amounts or over longer periods than intended Persistent desire or unsuccessful attempts to stop or reduce drinking A great deal of time spent obtaining, using, or recovering from alcohol Important activities are given up or reduced because of drinking Continued drinking despite knowledge of physical or psychological problems caused by alcohol Alcohol Craving Disorder Severity : The severity of alcohol use disorder at the time of diagnosis can be specified as a subtype based on the number of symptoms present: Mild: Two to 3 symptoms Moderate: Four to 5 symptoms Severe: Six or more symptoms ||| A variety of drugs are used to help individuals in the process of recovery from addiction. Nicotine ||| Addiction: According to the American Society of Addiction Medicine (ASAM), addiction is a primary, chronic disease of brain reward, motivation, memory, and related circuitry. Dysfunction in these circuits leads to characteristic biological, psychological, social, and spiritual manifestations. This dysfunction is reflected in an individual pathologically pursuing reward or relief through substance use and other behaviors. Addiction is now termed substance use disorder and is characterized by an inability to consistently abstain, cravings for the drug, impairment in behavioral control, diminished ability to recognize significant problems with one's behaviors and interpersonal relationships, and a dysfunctional emotional response. Like other chronic diseases, substance use disorder often involves cycles of relapse and remission. Without treatment or engagement in recovery activities, substance use disorder is progressive and can result in disability or premature death. [5]"
